,file_path,target,embedding
3976,albums\country\ea5493de-88d5-42ba-a318-4fdfc399baed.png,country,[0.         0.         0.         ... 0.         0.         0.22724336]
3977,albums\country\ea6b90e1-ba3f-4b55-a7ad-e8582ee6712c.png,country,[0.        0.        0.        ... 0.        7.8955045 0.       ]
3978,albums\country\eaac6d37-b9cc-436f-b590-b09ab0b48a0a.png,country,[0. 0. 0. ... 0. 0. 0.]
3979,albums\country\ebb10183-9fa5-4d7e-b28a-8df089a3052a.png,country,[0.        0.        0.        ... 0.        7.7013288 0.       ]
3980,albums\country\ebb424c3-4d62-43a3-b46e-e15ebfdac751.png,country,[0. 0. 0. ... 0. 0. 0.]
3981,albums\country\ebd9c91e-2539-4b95-b62a-0f2d2b036a6a.png,country,[ 0.       0.       0.      ...  0.      41.36922  0.     ]
3982,albums\country\ec5450e3-c4b3-422f-b4a0-3df8bdd85401.png,country,[ 0.        0.        0.       ... 22.444906  0.        0.      ]
3983,albums\country\ec817860-85fe-4aea-b556-a33374ff288e.png,country,"[0.0000000e+00 3.2439232e-03 0.0000000e+00 ... 0.0000000e+00 0.0000000e+00
 7.3101630e+00]"
3984,albums\country\eca46605-0f6b-47b0-9d9b-6da6ae02d189.png,country,[0. 0. 0. ... 0. 0. 0.]
3985,albums\country\edb3bf55-a3ac-4450-8564-d1d6f433e3b5.png,country,[0. 0. 0. ... 0. 0. 0.]
3986,albums\country\ede12196-5b0c-4ccf-9caf-950574a69e5e.png,country,[ 0.       0.       0.      ...  0.      21.09328  0.     ]
3987,albums\country\edefdaa1-a15c-4a4a-8ee8-ea1007c4c53b.png,country,[0.        0.        0.        ... 0.        0.        6.6882467]
3988,albums\country\ee776eec-1079-44ef-8e34-05a13a48d13b.png,country,[0.        0.        0.        ... 0.        3.8085253 0.       ]
3989,albums\country\eebfbcba-4428-4ff4-a0ee-71a24afccd07.png,country,[ 0.        0.        0.       ... 16.761879  0.        0.      ]
3990,albums\country\eee2ff1f-5af4-4989-9b5f-8d73ec431472.png,country,[0. 0. 0. ... 0. 0. 0.]
3991,albums\country\ef1066fd-416c-4206-9ddb-e97d9a30735a.png,country,[ 0.        0.        0.       ...  0.       26.775558  0.      ]
3992,albums\country\efa2641e-420a-4a66-b20c-5f4e63034829.png,country,[0. 0. 0. ... 0. 0. 0.]
3993,albums\country\efa3b4f4-de1c-47c7-8646-f845996fde64.png,country,[0.        0.        0.        ... 0.        1.2295568 2.2779856]
3994,albums\country\efe33fbf-aa0f-435f-b8e8-7e086f9d78e5.png,country,[0. 0. 0. ... 0. 0. 0.]
3995,albums\country\eff56a45-e1ec-4b51-b287-3e1374dfbbd5.png,country,[0.       5.982674 0.       ... 0.       7.861972 0.      ]
3996,albums\country\effa7b81-0186-4a6c-9758-5e834116db79.png,country,[0. 0. 0. ... 0. 0. 0.]
3997,albums\country\f0188149-c3d4-4232-81d4-0ebe1895a34d.png,country,[0. 0. 0. ... 0. 0. 0.]
3998,albums\country\f0abc8cc-e629-4d14-8b1f-f7ff25e4ae5b.png,country,[ 0.        0.        0.       ... 47.030903  0.        4.635315]
3999,albums\country\f101ab0a-4da2-4b86-8949-63da4ee48753.png,country,[0. 0. 0. ... 0. 0. 0.]
4000,albums\country\f116d753-362a-4fcc-9242-e297357beb7f.png,country,[0.        0.        0.        ... 0.        1.1896709 0.       ]
4001,albums\country\f14c5c58-59af-4bab-bb7a-89a97e68ae0b.png,country,[ 0.        13.7787285  0.        ...  0.         0.        37.913124 ]
4002,albums\country\f1a9fe2d-7509-4fa0-84c1-ef075d0b6c0b.png,country,[0.       0.       0.       ... 0.       2.063318 0.      ]
4003,albums\country\f1f20bc7-1d8e-4ba0-b8a2-a7b4641e3103.png,country,[0. 0. 0. ... 0. 0. 0.]
4004,albums\country\f26d7d75-037d-404d-80d6-dc63309cc7f7.png,country,[0. 0. 0. ... 0. 0. 0.]
4005,albums\country\f2944372-5d35-4c37-abf0-ab80cea5c75b.png,country,[31.621346  0.       19.40346  ... 69.583466  0.       29.242903]
4006,albums\country\f2a2c561-1269-46e1-8b08-87e3cb2b1786.png,country,[0. 0. 0. ... 0. 0. 0.]
4007,albums\country\f2ad9573-e4c3-43ab-b309-b5fa32b80671.png,country,[0. 0. 0. ... 0. 0. 0.]
4008,albums\country\f30b4abe-de80-4652-9240-83d618eeda4b.png,country,[ 0.        0.        0.       ...  0.        0.       10.890464]
4009,albums\country\f34b831d-c9cc-4ba4-a6fb-ea9c0e3d6cdb.png,country,[0. 0. 0. ... 0. 0. 0.]
4010,albums\country\f3f2c4ba-98f9-4404-b400-f6a09c196b47.png,country,[0. 0. 0. ... 0. 0. 0.]
4011,albums\country\f42ed420-5df1-44d5-a9fd-9b571002ebb9.png,country,[5.4292564 0.        0.        ... 0.        0.        0.       ]
4012,albums\country\f43db73e-fb6e-4e71-95fd-d1876933bb4c.png,country,[0. 0. 0. ... 0. 0. 0.]
4013,albums\country\f49761e0-6942-4e4b-a278-252264e6f03f.png,country,[0.        0.        0.        ... 0.        6.2775173 0.       ]
4014,albums\country\f500c435-cd01-425d-8cce-ab5a4eb481bc.png,country,[ 0.       0.       0.      ...  0.       0.      14.42755]
4015,albums\country\f53bbee3-007d-4d4a-81fe-8e46c6f0d28b.png,country,[0. 0. 0. ... 0. 0. 0.]
4016,albums\country\f53bdb0f-3571-475b-b3dc-e171520fe8d6.png,country,[0. 0. 0. ... 0. 0. 0.]
4017,albums\country\f53ced33-0c9c-48dd-a682-49994d0b698c.png,country,[ 0.        0.       12.854517 ...  0.        0.        0.      ]
4018,albums\country\f563220f-a5a0-49e4-9efe-6bb54025a453.png,country,[0. 0. 0. ... 0. 0. 0.]
4019,albums\country\f57cb984-03f4-4060-a9dc-9e3f9282ad4d.png,country,[0. 0. 0. ... 0. 0. 0.]
4020,albums\country\f5871d25-cd03-4f98-9bb9-4bcc42563962.png,country,[0. 0. 0. ... 0. 0. 0.]
4021,albums\country\f5c1bf8a-f51b-4139-a068-64043f942eac.png,country,[0. 0. 0. ... 0. 0. 0.]
4022,albums\country\f60807ed-8446-4c00-8dda-679705fd9969.png,country,[0. 0. 0. ... 0. 0. 0.]
4023,albums\country\f68f7584-852e-4d0b-91a8-c1075a7af0a8.png,country,[0.        0.        0.        ... 0.        0.3588062 0.       ]
4024,albums\country\f696381e-4a66-4297-a543-6c259b7b0707.png,country,[ 0.        0.        0.       ...  0.       12.220058  0.      ]
4025,albums\country\f6a6366b-ee9a-45df-aaaa-d12e8fcb4286.png,country,[0.        0.        0.        ... 6.2251945 0.        0.       ]
4026,albums\country\f7176864-406a-4ac5-a67c-f27768588059.png,country,[0.        0.        0.        ... 0.        0.        2.6580207]
4027,albums\country\f730fbf9-394f-4030-b9ce-a71fc8e78d92.png,country,[0. 0. 0. ... 0. 0. 0.]
4028,albums\country\f7364155-0fe7-4151-93fc-7859824e92d7.png,country,[0. 0. 0. ... 0. 0. 0.]
4029,albums\country\f73ca7bc-48a3-4813-8f13-d7d2b1ed1c43.png,country,[0. 0. 0. ... 0. 0. 0.]
4030,albums\country\f7454fc5-5142-43dc-90d5-1aa57b045512.png,country,[0.       0.       3.348012 ... 0.       0.       0.      ]
4031,albums\country\f7d47d9e-ce9c-48fc-90a0-4f22588f5431.png,country,[0. 0. 0. ... 0. 0. 0.]
4032,albums\country\f85547df-8389-449b-a444-54cf2084ddb4.png,country,[0.       0.       0.       ... 0.       5.556741 0.      ]
4033,albums\country\f86e2d77-034b-4d57-a8b9-e05feaaffbf0.png,country,[ 0.        0.        0.       ...  0.       10.556462  0.      ]
4034,albums\country\f88e9de3-6e6c-4c2c-b802-94f7f0ed2722.png,country,[0.      0.      0.      ... 0.      4.05641 0.     ]
4035,albums\country\f89135af-1d98-43f4-83a5-9f3e1c7d21d9.png,country,[ 0.        0.        0.       ...  0.       31.697443  0.      ]
4036,albums\country\f89a6883-8557-41e9-895d-05f62cab904f.png,country,[0.       0.       0.       ... 0.       8.078417 0.      ]
4037,albums\country\f8a2d4b9-b8c0-4d03-9399-e66147291ba9.png,country,[0. 0. 0. ... 0. 0. 0.]
4038,albums\country\f8a4b141-b953-4bcc-b75e-6913033aa96e.png,country,[0. 0. 0. ... 0. 0. 0.]
4039,albums\country\f8ccde5d-fd86-4ee4-9726-f8cbd508012b.png,country,[ 1.2628577  9.620589   0.        ...  0.         9.527217  11.29752  ]
4040,albums\country\f8e5423a-ba7f-4cb8-a281-6a2d6011ae2c.png,country,[0. 0. 0. ... 0. 0. 0.]
4041,albums\country\f8edbdc3-aa26-422f-ab11-b4eccd77381f.png,country,[0. 0. 0. ... 0. 0. 0.]
4042,albums\country\f95b12f5-648d-4ed4-8975-766d5634ea0a.png,country,[0.        0.        0.        ... 0.        3.0560136 2.5059562]
4043,albums\country\f9611561-f7cd-4ba3-ba99-fc72d1ac3af3.png,country,[ 0.        0.        0.       ...  0.       12.669474  0.      ]
4044,albums\country\f99ef43f-5cc6-4a32-9b8c-ed9d85450e8e.png,country,[0. 0. 0. ... 0. 0. 0.]
4045,albums\country\f9e3ef41-2a05-42a1-8ffa-3c136265e33d.png,country,[ 0.       0.       0.      ...  0.      10.48204  0.     ]
4046,albums\country\f9e84d69-1e0f-4684-babd-26df68e2fc23.png,country,[0. 0. 0. ... 0. 0. 0.]
4047,albums\country\fa1a631f-ddc8-4073-bee8-9bd9070c9d03.png,country,[0. 0. 0. ... 0. 0. 0.]
4048,albums\country\fac18510-2f97-4b9d-8008-764606e50e44.png,country,[0. 0. 0. ... 0. 0. 0.]
4049,albums\country\fb2ff70d-f287-4ff6-9069-dbc44c182182.png,country,[0. 0. 0. ... 0. 0. 0.]
4050,albums\country\fb36cb45-ed47-4570-acfc-e9b312ee3414.png,country,[ 0.         7.7157493 18.991909  ...  0.         0.         0.       ]
4051,albums\country\fb500adb-4705-4d49-945b-c1e268ffe81d.png,country,[ 0.        0.        0.       ...  0.       30.979221 15.648965]
4052,albums\country\fb69677d-bceb-4d14-a21e-42d369b7ec07.png,country,[0. 0. 0. ... 0. 0. 0.]
4053,albums\country\fba77634-0a56-4819-acca-5c1df2252d7b.png,country,[0. 0. 0. ... 0. 0. 0.]
4054,albums\country\fbcb54f8-6b3f-45f0-8533-99511d79c058.png,country,[0. 0. 0. ... 0. 0. 0.]
4055,albums\country\fbdd32e0-32e7-4d37-b795-bca2e0acbbd7.png,country,[0. 0. 0. ... 0. 0. 0.]
4056,albums\country\fc6ba0f1-7ac6-4e47-8680-3590668d0b72.png,country,[0. 0. 0. ... 0. 0. 0.]
4057,albums\country\fc8850b4-d140-4a4d-b9de-3feee2fae2ac.png,country,[0. 0. 0. ... 0. 0. 0.]
4058,albums\country\fce68339-fab1-45ef-a47b-c89cddf912dd.png,country,[0. 0. 0. ... 0. 0. 0.]
4059,albums\country\fd292b1c-8cdd-4b03-9bf9-84c77533e860.png,country,[0. 0. 0. ... 0. 0. 0.]
4060,albums\country\fd3383b4-66a7-41b6-8ea4-939d439f5d7b.png,country,[ 0.        0.       23.00698  ...  0.       16.117846  0.      ]
4061,albums\country\fd7624fd-8b88-4894-8d48-67a4596046d5.png,country,[0. 0. 0. ... 0. 0. 0.]
4062,albums\country\fe064bb7-eed6-421c-bdc9-f150b4e9abdd.png,country,[ 0.        0.        0.       ...  0.       28.994436  0.      ]
4063,albums\country\fe3e1edb-6539-4308-a2dc-6d01e9e60705.png,country,[0. 0. 0. ... 0. 0. 0.]
4064,albums\country\fe478832-9f24-4180-a2a7-d4c9461c5db3.png,country,[0.       0.       0.       ... 0.       0.       9.430639]
4065,albums\country\fe92d2f1-968b-4107-81ce-bfe306817d52.png,country,[0. 0. 0. ... 0. 0. 0.]
4066,albums\country\feabfa92-df7f-4da7-acb9-d388601cbc0e.png,country,[0. 0. 0. ... 0. 0. 0.]
4067,albums\country\fed371e2-7ed0-4eca-bf53-46e969203b7e.png,country,[0. 0. 0. ... 0. 0. 0.]
4068,albums\country\fee1bc51-0131-4206-9f69-a049dc1b3621.png,country,[7.128084 0.       0.       ... 0.       0.       0.      ]
4069,albums\country\ff081206-8b77-4793-aec0-19d8b43a45e1.png,country,[ 0.         0.         0.        ...  0.        43.669113   7.5555735]
4070,albums\country\ff17024d-8879-4c9c-a7af-40723c237abb.png,country,[0. 0. 0. ... 0. 0. 0.]
4071,albums\country\ff2119a0-7a34-4340-9337-bff70fc5acbd.png,country,[0. 0. 0. ... 0. 0. 0.]
4072,albums\country\ff323687-6a67-4a90-b96b-75fa6e73af8e.png,country,[0. 0. 0. ... 0. 0. 0.]
4073,albums\country\ff3305f0-0ca1-455b-b3b0-28cf97fa7ec0.png,country,[0. 0. 0. ... 0. 0. 0.]
4074,albums\country\ff34c91b-f388-4043-9061-782779e48441.png,country,[0.       0.       0.       ... 0.       0.       7.609014]
4075,albums\country\ff3ce3ac-06ee-41c4-bea6-ce6fcc43b97a.png,country,[ 0.        0.        0.       ...  0.       10.833616  0.      ]
4076,albums\country\ff8707df-8ce3-4f22-8023-5fc2b63622c2.png,country,[0. 0. 0. ... 0. 0. 0.]
4077,albums\country\ffa99d5f-2c9e-4358-bbbd-6b9961c6d699.png,country,[0.       0.       0.       ... 0.       0.       2.383143]
4078,albums\country\ffe679ca-3a59-4608-8ed1-5143b65d4e59.png,country,[0.        0.        0.        ... 0.        3.3709302 6.208159 ]
4079,albums\country\fff5abfc-4c6c-43b5-8069-3bd7a389bcf2.png,country,[5.035385 0.       0.       ... 0.       0.       0.      ]
4080,albums\disco\00af76c0-0e01-4545-b050-8b548bc95d56.png,disco,[ 0.        0.        0.       ...  0.       11.947851  0.      ]
4081,albums\disco\00f4f677-2331-4ad0-a035-e1f023a03db4.png,disco,[0. 0. 0. ... 0. 0. 0.]
4082,albums\disco\01ad5185-4966-4be3-b1cd-2d7efa57945f.png,disco,[0. 0. 0. ... 0. 0. 0.]
4083,albums\disco\01dc4278-506a-48c3-82cf-d575c3d8f5e7.png,disco,[35.29153  0.       0.      ...  0.       0.       0.     ]
4084,albums\disco\01e915b9-cdd8-47db-b4b3-b8bd9d804600.png,disco,[0.         0.         0.         ... 0.         0.14807269 0.        ]
4085,albums\disco\02505c64-cc91-4bf8-9165-900ea7b216f3.png,disco,[0. 0. 0. ... 0. 0. 0.]
4086,albums\disco\0274d653-d5cf-4b78-a1c6-703b76459155.png,disco,[0. 0. 0. ... 0. 0. 0.]
4087,albums\disco\02b484ee-d82b-4482-9510-6ea9bc647168.png,disco,[0. 0. 0. ... 0. 0. 0.]
4088,albums\disco\02d92b3e-6cbf-48c4-ad09-64eb759bbc90.png,disco,[ 0.        0.        0.       ... 10.268077  0.        0.      ]
4089,albums\disco\033434b0-a72e-42d5-a433-b7d08551a10e.png,disco,[0. 0. 0. ... 0. 0. 0.]
4090,albums\disco\03861121-3066-3722-abba-16c5a5512317.png,disco,[0.       0.       0.       ... 0.       0.       2.826022]
4091,albums\disco\0391940f-b05d-49fe-b465-e138cb49d4c0.png,disco,[0. 0. 0. ... 0. 0. 0.]
4092,albums\disco\0478e837-b32c-4cf4-afaf-89979fafc517.png,disco,[0.        0.        0.        ... 0.        1.1952841 4.6201754]
4093,albums\disco\04b64669-be17-49ba-a4cc-5b74f2db5e92.png,disco,[18.537722  0.        0.       ...  0.       23.165218  0.      ]
4094,albums\disco\04bcfb30-2be4-45b3-aa3b-1839970fa782.png,disco,[ 0.        0.       17.488943 ...  0.        0.        0.      ]
4095,albums\disco\04c09136-61a7-41a3-8463-fcefdc1b5f69.png,disco,[0. 0. 0. ... 0. 0. 0.]
4096,albums\disco\050ebc12-4611-4396-95ca-6aa96eaa4c55.png,disco,[0. 0. 0. ... 0. 0. 0.]
4097,albums\disco\050f7cd6-b1f3-4303-9804-33883bd130f3.png,disco,[0. 0. 0. ... 0. 0. 0.]
4098,albums\disco\059dc9ed-5221-4b88-bc73-0b938af94c4b.png,disco,[0.         0.         0.         ... 0.         0.67865026 0.        ]
4099,albums\disco\05d3737f-34ac-4fc9-ba56-fd456a985419.png,disco,[0. 0. 0. ... 0. 0. 0.]
4100,albums\disco\05f1a53b-7271-4c3e-9841-72c41aac8a39.png,disco,[0. 0. 0. ... 0. 0. 0.]
4101,albums\disco\065fa7d8-550f-4483-bc4c-924775eb8ac3.png,disco,[35.66007   0.        0.       ...  0.        3.452076  0.      ]
4102,albums\disco\06648dc6-49c4-4902-b9fa-8505b666966a.png,disco,[0.        0.        0.        ... 0.        7.8816495 0.       ]
4103,albums\disco\06e0b0cf-86af-4415-b3fe-eb58ac10dcb3.png,disco,[ 0.         0.         0.        ...  0.         3.3636913 21.590446 ]
4104,albums\disco\07ee9c70-31cb-445e-bacd-df5a4902ff99.png,disco,[0. 0. 0. ... 0. 0. 0.]
4105,albums\disco\08d180e8-7f4f-43c4-acca-b294f541537f.png,disco,[ 0.        0.       43.58599  ...  0.       23.358318  0.      ]
4106,albums\disco\09106f49-0d71-4b56-934a-82c9225b3f4d.png,disco,[0. 0. 0. ... 0. 0. 0.]
4107,albums\disco\091874fb-d70b-4848-af3a-60f5359ccbef.png,disco,[0. 0. 0. ... 0. 0. 0.]
4108,albums\disco\092c7e5e-0c35-4ab8-8a6a-06aa29bf5b29.png,disco,[ 0.        0.        0.       ...  0.       31.076635  0.      ]
4109,albums\disco\097dc800-846f-4519-9170-a9bc30e0894e.png,disco,[0. 0. 0. ... 0. 0. 0.]
4110,albums\disco\0a0a46ea-c862-4fe2-ab7b-972b5b99fbcc.png,disco,[0. 0. 0. ... 0. 0. 0.]
4111,albums\disco\0a6378cc-618d-4c53-bc64-13b220c10768.png,disco,[0.       0.       5.004534 ... 0.       0.       0.      ]
4112,albums\disco\0a67223f-5f1a-460b-b324-ede570e47e8b.png,disco,[0.       0.       0.       ... 0.       2.559388 0.      ]
4113,albums\disco\0aaaffd2-db23-4ffc-ba95-09bea0c4a0da.png,disco,[0. 0. 0. ... 0. 0. 0.]
4114,albums\disco\0aad0540-50c5-45c5-a5d2-b33a60ea72f9.png,disco,[0.        0.        0.        ... 0.        1.2350069 0.       ]
4115,albums\disco\0af6d2e3-a133-4b71-b2b8-ed7fb46124dd.png,disco,[ 0.        0.        0.       ...  0.        0.       29.063923]
4116,albums\disco\0afb79bf-2181-44a5-99dc-b7ae74a90b93.png,disco,[0. 0. 0. ... 0. 0. 0.]
4117,albums\disco\0b042030-e6db-4f9e-8e5f-36c1aa46751a.png,disco,[0. 0. 0. ... 0. 0. 0.]
4118,albums\disco\0b67f6ba-fe9a-4be3-8618-b8e7cfc0d8f5.png,disco,[38.610474  0.        0.       ...  0.        0.        0.      ]
4119,albums\disco\0b7ff9c5-3a61-4575-b23d-69e78a0705d2.png,disco,[0. 0. 0. ... 0. 0. 0.]
4120,albums\disco\0b80a787-5bfd-4ba3-bec5-cfc686459923.png,disco,[0. 0. 0. ... 0. 0. 0.]
4121,albums\disco\0bb041e9-cd3b-4bec-96fa-ddaa92611d46.png,disco,[ 0.        0.        0.       ... 54.27421  25.709759  0.      ]
4122,albums\disco\0bc2b01c-e7c7-4a42-824a-528b9670b6fd.png,disco,[ 2.56512  0.       0.      ...  0.      19.91226  0.     ]
4123,albums\disco\0bc5ec30-de21-4066-8b17-8d4a47733d86.png,disco,[0.        0.        0.        ... 5.1638646 0.        0.       ]
4124,albums\disco\0bd40547-1198-4d7d-b9f6-2b8f818b6a85.png,disco,[0. 0. 0. ... 0. 0. 0.]
4125,albums\disco\0c044c58-445c-4509-a300-7c3893eac903.png,disco,[0. 0. 0. ... 0. 0. 0.]
4126,albums\disco\0c0ae8d3-62e2-4bb9-86e4-31651038757a.png,disco,[0. 0. 0. ... 0. 0. 0.]
4127,albums\disco\0c5154ea-80df-42ac-8238-5eca473419e0.png,disco,[0. 0. 0. ... 0. 0. 0.]
4128,albums\disco\0c630674-a801-4142-b970-1bbc10e10be6.png,disco,[0. 0. 0. ... 0. 0. 0.]
4129,albums\disco\0cad70ff-f60a-45da-8858-859d53fc7755.png,disco,[ 0.        0.        0.       ...  0.       10.186749  0.      ]
4130,albums\disco\0ce23f4e-cd0b-4f33-8025-1246fbd77e68.png,disco,[0. 0. 0. ... 0. 0. 0.]
4131,albums\disco\0cf9765a-6ff5-4894-962b-dbb0128c1182.png,disco,[0. 0. 0. ... 0. 0. 0.]
4132,albums\disco\0d2eadc3-59d2-458e-a744-2cdb11a932d5.png,disco,[0.       0.       0.       ... 0.       4.867081 0.      ]
4133,albums\disco\0d8341d2-32f2-4cb1-9ceb-e71cc17cd9a9.png,disco,[0.       0.       0.       ... 0.       4.825825 0.      ]
4134,albums\disco\0e246594-f674-4872-a628-f52e7200aec9.png,disco,[0.       0.       0.       ... 0.       7.599842 0.      ]
4135,albums\disco\0e2daa83-849f-3012-8eab-0ef2cc27cdec.png,disco,[0.        0.        0.        ... 0.        5.9896865 0.       ]
4136,albums\disco\0e7d16de-e50c-392a-b0ff-591f4c5e31d8.png,disco,[0.        0.        0.        ... 0.        5.6415687 0.       ]
4137,albums\disco\0eda8567-3d66-4728-90ef-dc71d0e51867.png,disco,[0.        0.        0.        ... 0.        0.        0.5867617]
4138,albums\disco\0fe482ec-f874-4336-91c2-522089a7edd7.png,disco,[ 0.        0.        0.       ... 40.849453  0.        0.      ]
4139,albums\disco\0fee13f0-6998-43bd-8f99-d4a3bda446eb.png,disco,[ 0.        0.        0.       ...  0.       12.716252  0.      ]
4140,albums\disco\101921e0-4cb6-4094-9b99-a03f6ea330aa.png,disco,[0. 0. 0. ... 0. 0. 0.]
4141,albums\disco\1056b40a-49dc-4155-a31d-02035ffe85d0.png,disco,[0.        0.        0.        ... 0.        5.2393165 0.       ]
4142,albums\disco\10ec458b-72a6-4ae1-8e6d-7e63a65c33a7.png,disco,[0.        0.        0.        ... 0.        4.955989  2.2402105]
4143,albums\disco\113fb32f-97ec-4813-a542-9879c1b94904.png,disco,[ 0.        0.        0.       ...  0.       53.911236  0.      ]
4144,albums\disco\1179061d-d93f-4bf4-ac96-0d4fc563642b.png,disco,[0. 0. 0. ... 0. 0. 0.]
4145,albums\disco\136aef8b-61c4-4038-92f0-8767430f6743.png,disco,[0. 0. 0. ... 0. 0. 0.]
4146,albums\disco\138ce452-b1b5-4e8b-ad85-7e6ecf14bad4.png,disco,[0. 0. 0. ... 0. 0. 0.]
4147,albums\disco\13d1daa7-e7c4-4911-8a86-cb826e9d5754.png,disco,[0. 0. 0. ... 0. 0. 0.]
4148,albums\disco\155f11ef-a311-42ab-91de-844ddea2d767.png,disco,[0.        0.        0.        ... 0.        7.3507185 0.       ]
4149,albums\disco\1637e6d0-34e4-4e22-bbfb-207a1f843a0d.png,disco,[0. 0. 0. ... 0. 0. 0.]
4150,albums\disco\16962435-78af-464a-8d6f-d69262767d33.png,disco,[0. 0. 0. ... 0. 0. 0.]
4151,albums\disco\17f87cc6-e2c7-4172-9d30-a50a589445b0.png,disco,[ 0.      0.      0.     ...  0.     75.8378  0.    ]
4152,albums\disco\180e8b62-3ed4-3093-8dee-add9df6cdd30.png,disco,[0. 0. 0. ... 0. 0. 0.]
4153,albums\disco\1882781e-2841-44eb-9695-ddab9fd18200.png,disco,[0.       0.       3.432181 ... 0.       0.       0.      ]
4154,albums\disco\19608046-2f45-4f63-9152-d767ea891272.png,disco,[0. 0. 0. ... 0. 0. 0.]
4155,albums\disco\19f097ca-f479-4bb2-9520-16a5d88221e9.png,disco,[ 0.        0.        0.       ...  0.        0.       49.139416]
4156,albums\disco\1a2f3054-da06-43c7-a406-bbafa7be934e.png,disco,[0.       0.       0.       ... 0.       8.728639 0.      ]
4157,albums\disco\1a4f9ff6-3a4b-4df2-a510-a218d0fcb761.png,disco,[0. 0. 0. ... 0. 0. 0.]
4158,albums\disco\1b7b66d3-67ec-4696-864e-7d2f58b65ed9.png,disco,[ 0.        0.        0.       ...  0.       42.098595  0.      ]
4159,albums\disco\1c803906-9de2-4807-92d2-7a7ec3483168.png,disco,[0. 0. 0. ... 0. 0. 0.]
